ID	tip_grafa	stevilo_vseh_vozlisc	stevilo_sredisc	V_celica_id_vozlisce	V_celica_moc
0	2dmreze	256	5	0	128
1	2dmreze	256	5	1	48
2	2dmreze	256	5	2	37
3	2dmreze	256	5	3	43
4	2dmreze	256	5	4	46
5	2dmreze	256	10	0	16
6	2dmreze	256	10	1	41
7	2dmreze	256	10	2	9
8	2dmreze	256	10	3	55
9	2dmreze	256	10	4	17
10	2dmreze	256	10	5	43
11	2dmreze	256	10	6	47
12	2dmreze	256	10	7	22
13	2dmreze	256	10	8	7
14	2dmreze	256	10	9	16
15	2dmreze	256	15	0	32
16	2dmreze	256	15	1	15
17	2dmreze	256	15	2	16
18	2dmreze	256	15	3	4
19	2dmreze	256	15	4	17
20	2dmreze	256	15	5	14
21	2dmreze	256	15	6	14
22	2dmreze	256	15	7	25
23	2dmreze	256	15	8	11
24	2dmreze	256	15	9	30
25	2dmreze	256	15	10	20
26	2dmreze	256	15	11	21
27	2dmreze	256	15	12	14
28	2dmreze	256	15	13	21
29	2dmreze	256	15	14	18
30	2dmreze	256	20	0	22
31	2dmreze	256	20	1	6
32	2dmreze	256	20	2	20
33	2dmreze	256	20	3	21
34	2dmreze	256	20	4	25
35	2dmreze	256	20	5	15
36	2dmreze	256	20	6	4
37	2dmreze	256	20	7	16
38	2dmreze	256	20	8	13
39	2dmreze	256	20	9	8
40	2dmreze	256	20	10	17
41	2dmreze	256	20	11	22
42	2dmreze	256	20	12	12
43	2dmreze	256	20	13	25
44	2dmreze	256	20	14	8
45	2dmreze	256	20	15	4
46	2dmreze	256	20	16	7
47	2dmreze	256	20	17	16
48	2dmreze	256	20	18	12
49	2dmreze	256	20	19	16
50	2dmreze	256	25	0	4
51	2dmreze	256	25	1	7
52	2dmreze	256	25	2	6
53	2dmreze	256	25	3	7
54	2dmreze	256	25	4	13
55	2dmreze	256	25	5	28
56	2dmreze	256	25	6	20
57	2dmreze	256	25	7	3
58	2dmreze	256	25	8	9
59	2dmreze	256	25	9	11
60	2dmreze	256	25	10	13
61	2dmreze	256	25	11	8
62	2dmreze	256	25	12	20
63	2dmreze	256	25	13	7
64	2dmreze	256	25	14	24
65	2dmreze	256	25	15	8
66	2dmreze	256	25	16	9
67	2dmreze	256	25	17	11
68	2dmreze	256	25	18	8
69	2dmreze	256	25	19	20
70	2dmreze	256	25	20	13
71	2dmreze	256	25	21	12
72	2dmreze	256	25	22	16
73	2dmreze	256	25	23	18
74	2dmreze	256	25	24	13
75	2dmreze	256	30	0	9
76	2dmreze	256	30	1	5
77	2dmreze	256	30	2	32
78	2dmreze	256	30	3	12
79	2dmreze	256	30	4	3
80	2dmreze	256	30	5	23
81	2dmreze	256	30	6	3
82	2dmreze	256	30	7	25
83	2dmreze	256	30	8	20
84	2dmreze	256	30	9	3
85	2dmreze	256	30	10	11
86	2dmreze	256	30	11	9
87	2dmreze	256	30	12	3
88	2dmreze	256	30	13	20
89	2dmreze	256	30	14	10
90	2dmreze	256	30	15	7
91	2dmreze	256	30	16	16
92	2dmreze	256	30	17	8
93	2dmreze	256	30	18	17
94	2dmreze	256	30	19	13
95	2dmreze	256	30	20	17
96	2dmreze	256	30	21	4
97	2dmreze	256	30	22	16
98	2dmreze	256	30	23	5
99	2dmreze	256	30	24	9
100	2dmreze	256	30	25	2
101	2dmreze	256	30	26	10
102	2dmreze	256	30	27	5
103	2dmreze	256	30	28	6
104	2dmreze	256	30	29	5
105	2dmreze	256	35	0	2
106	2dmreze	256	35	1	5
107	2dmreze	256	35	2	4
108	2dmreze	256	35	3	4
109	2dmreze	256	35	4	10
110	2dmreze	256	35	5	6
111	2dmreze	256	35	6	21
112	2dmreze	256	35	7	3
113	2dmreze	256	35	8	10
114	2dmreze	256	35	9	13
115	2dmreze	256	35	10	14
116	2dmreze	256	35	11	5
117	2dmreze	256	35	12	4
118	2dmreze	256	35	13	11
119	2dmreze	256	35	14	17
120	2dmreze	256	35	15	7
121	2dmreze	256	35	16	7
122	2dmreze	256	35	17	5
123	2dmreze	256	35	18	10
124	2dmreze	256	35	19	5
125	2dmreze	256	35	20	5
126	2dmreze	256	35	21	3
127	2dmreze	256	35	22	4
128	2dmreze	256	35	23	3
129	2dmreze	256	35	24	2
130	2dmreze	256	35	25	8
131	2dmreze	256	35	26	10
132	2dmreze	256	35	27	5
133	2dmreze	256	35	28	13
134	2dmreze	256	35	29	7
135	2dmreze	256	35	30	10
136	2dmreze	256	35	31	9
137	2dmreze	256	35	32	12
138	2dmreze	256	35	33	10
139	2dmreze	256	35	34	12
140	2dmreze	256	40	0	9
141	2dmreze	256	40	1	6
142	2dmreze	256	40	2	10
143	2dmreze	256	40	3	15
144	2dmreze	256	40	4	9
145	2dmreze	256	40	5	5
146	2dmreze	256	40	6	6
147	2dmreze	256	40	7	12
148	2dmreze	256	40	8	7
149	2dmreze	256	40	9	13
150	2dmreze	256	40	10	6
151	2dmreze	256	40	11	5
152	2dmreze	256	40	12	6
153	2dmreze	256	40	13	7
154	2dmreze	256	40	14	4
155	2dmreze	256	40	15	2
156	2dmreze	256	40	16	2
157	2dmreze	256	40	17	9
158	2dmreze	256	40	18	6
159	2dmreze	256	40	19	9
160	2dmreze	256	40	20	9
161	2dmreze	256	40	21	4
162	2dmreze	256	40	22	6
163	2dmreze	256	40	23	4
164	2dmreze	256	40	24	4
165	2dmreze	256	40	25	5
166	2dmreze	256	40	26	8
167	2dmreze	256	40	27	6
168	2dmreze	256	40	28	8
169	2dmreze	256	40	29	3
170	2dmreze	256	40	30	8
171	2dmreze	256	40	31	6
172	2dmreze	256	40	32	7
173	2dmreze	256	40	33	7
174	2dmreze	256	40	34	11
175	2dmreze	256	40	35	14
176	2dmreze	256	40	36	13
177	2dmreze	256	40	37	5
178	2dmreze	256	40	38	3
179	2dmreze	256	40	39	8
180	2dmreze	256	45	0	9
181	2dmreze	256	45	1	1
182	2dmreze	256	45	2	3
183	2dmreze	256	45	3	4
184	2dmreze	256	45	4	5
185	2dmreze	256	45	5	2
186	2dmreze	256	45	6	5
187	2dmreze	256	45	7	10
188	2dmreze	256	45	8	6
189	2dmreze	256	45	9	15
190	2dmreze	256	45	10	6
191	2dmreze	256	45	11	8
192	2dmreze	256	45	12	9
193	2dmreze	256	45	13	8
194	2dmreze	256	45	14	4
195	2dmreze	256	45	15	7
196	2dmreze	256	45	16	12
197	2dmreze	256	45	17	5
198	2dmreze	256	45	18	4
199	2dmreze	256	45	19	4
200	2dmreze	256	45	20	2
