ID	tip_grafa	stevilo_vseh_vozlisc	stevilo_sredisc	V_celica_id_vozlisce	V_celica_moc
0	cikel	10	1	0	9
1	cikel	10	2	0	8
2	cikel	10	2	1	0
3	cikel	10	3	0	6
4	cikel	10	3	1	1
5	cikel	10	3	2	0
6	cikel	10	4	0	2
7	cikel	10	4	1	3
8	cikel	10	4	2	2
9	cikel	10	4	3	2
10	cikel	10	5	0	0
11	cikel	10	5	1	0
12	cikel	10	5	2	1
13	cikel	10	5	3	2
14	cikel	10	5	4	2
15	cikel	10	6	0	0
16	cikel	10	6	1	1
17	cikel	10	6	2	1
18	cikel	10	6	3	2
19	cikel	10	6	4	1
20	cikel	10	6	5	3
21	cikel	10	1	0	9
22	cikel	10	2	0	5
23	cikel	10	2	1	3
24	cikel	10	3	0	3
25	cikel	10	3	1	2
26	cikel	10	3	2	3
27	cikel	10	4	0	1
28	cikel	10	4	1	2
29	cikel	10	4	2	4
30	cikel	10	4	3	2
31	cikel	10	5	0	0
32	cikel	10	5	1	2
33	cikel	10	5	2	1
34	cikel	10	5	3	2
35	cikel	10	5	4	3
36	cikel	10	6	0	0
37	cikel	10	6	1	0
38	cikel	10	6	2	2
39	cikel	10	6	3	1
40	cikel	10	6	4	1
41	cikel	10	6	5	1
42	cikel	10	1	0	9
43	cikel	10	2	0	9
44	cikel	10	2	1	9
45	cikel	10	3	0	1
46	cikel	10	3	1	2
47	cikel	10	3	2	6
48	cikel	10	4	0	2
49	cikel	10	4	1	4
50	cikel	10	4	2	0
51	cikel	10	4	3	3
52	cikel	10	5	0	0
53	cikel	10	5	1	3
54	cikel	10	5	2	1
55	cikel	10	5	3	1
56	cikel	10	5	4	0
57	cikel	10	6	0	1
58	cikel	10	6	1	1
59	cikel	10	6	2	0
60	cikel	10	6	3	2
61	cikel	10	6	4	1
62	cikel	10	6	5	3
63	cikel	10	1	0	9
64	cikel	10	2	0	3
65	cikel	10	2	1	6
66	cikel	10	3	0	5
67	cikel	10	3	1	0
68	cikel	10	3	2	5
69	cikel	10	4	0	1
