ID	tip_grafa	stevilo_vseh_vozlisc	stevilo_sredisc	V_celica_id_vozlisce	V_celica_moc
0	binomski	10	1	0	9
1	binomski	10	1	0	9
2	binomski	10	1	0	9
3	binomski	10	2	0	3
4	binomski	10	2	1	5
5	binomski	10	1	0	9
6	binomski	10	2	0	6
7	binomski	10	2	1	7
8	binomski	10	1	0	9
9	binomski	10	2	0	3
10	binomski	10	2	1	5
11	binomski	10	3	0	3
12	binomski	10	3	1	3
13	binomski	10	3	2	2
14	binomski	10	1	0	9
15	binomski	10	2	0	8
16	binomski	10	2	1	1
17	binomski	10	3	0	3
18	binomski	10	3	1	3
19	binomski	10	3	2	1
20	binomski	10	1	0	9
21	binomski	10	2	0	0
22	binomski	10	2	1	8
23	binomski	10	3	0	3
24	binomski	10	3	1	2
25	binomski	10	3	2	3
26	binomski	10	4	0	2
27	binomski	10	4	1	4
28	binomski	10	4	2	0
29	binomski	10	4	3	0
30	binomski	10	1	0	9
31	binomski	10	2	0	2
32	binomski	10	2	1	6
33	binomski	10	3	0	2
34	binomski	10	3	1	1
35	binomski	10	3	2	8
36	binomski	10	4	0	1
37	binomski	10	4	1	1
38	binomski	10	4	2	0
39	binomski	10	4	3	6
40	binomski	10	1	0	9
41	binomski	10	2	0	1
42	binomski	10	2	1	7
43	binomski	10	3	0	3
44	binomski	10	3	1	2
45	binomski	10	3	2	2
46	binomski	10	4	0	1
47	binomski	10	4	1	2
48	binomski	10	4	2	1
49	binomski	10	4	3	2
50	binomski	10	5	0	5
51	binomski	10	5	1	0
52	binomski	10	5	2	0
53	binomski	10	5	3	4
54	binomski	10	5	4	0
